ID,Academy,Talent,Training,16End,16Bat,16Bowl,16Tech,16Power,16Keep,16Field,17End,17Bat,17Bowl,17Tech,17Power,17Keep,17Field,18End,18Bat,18Bowl,18Tech,18Power,18Keep,18Field,19End,19Bat,19Bowl,19Tech,19Power,19Keep,19Field,20End,20Bat,20Bowl,20Tech,20Power,20Keep,20Field,21End,21Bat,21Bowl,21Tech,21Power,21Keep,21Field,22End,22Bat,22Bowl,22Tech,22Power,22Keep,22Field,23End,23Bat,23Bowl,23Tech,23Power,23Keep,23Field,24End,24Bat,24Bowl,24Tech,24Power,24Keep,24Field,25End,25Bat,25Bowl,25Tech,25Power,25Keep,25Field,26End,26Bat,26Bowl,26Tech,26Power,26Keep,26Field,27End,27Bat,27Bowl,27Tech,27Power,27Keep,27Field,28End,28Bat,28Bowl,28Tech,28Power,28Keep,28Field,29End,29Bat,29Bowl,29Tech,29Power,29Keep,29Field,30End,30Bat,30Bowl,30Tech,30Power,30Keep,30Field,31End,31Bat,31Bowl,31Tech,31Power,31Keep,31Field
inadequateGifted (Endurance)Strength,inadequate,Gifted (Endurance),Strength,82,,,,100,,,82,,,,119,,,82,,,,140,,,82,,,,159,,,82,,,,171,,,82,,,,180,,,82,,,,191,,,82,,,,201,,,82,,,,201,,,82,,,,201,,,82,,,,201,,,82,,,,201,,,82,,,,180,,,82,,,,159,,,82,,,,140,,,74,,,,120,,
inadequateGifted (Power)Fitness,inadequate,Gifted (Power),Fitness,212,,,,44,,,212,,,,53,,,212,,,,62,,,212,,,,71,,,212,,,,75,,,212,,,,79,,,212,,,,84,,,212,,,,89,,,212,,,,89,,,212,,,,89,,,212,,,,89,,,212,,,,89,,,212,,,,80,,,212,,,,71,,,212,,,,62,,,190,,,,53,,
inadequateGifted (Power)Strength,inadequate,Gifted (Power),Strength,68,,,,120,,,68,,,,145,,,68,,,,169,,,68,,,,193,,,68,,,,205,,,68,,,,217,,,68,,,,229,,,68,,,,241,,,68,,,,241,,,68,,,,241,,,68,,,,241,,,68,,,,241,,,68,,,,217,,,68,,,,193,,,68,,,,169,,,62,,,,145,,
meagreNoneBatting,meagre,None,Batting,25,92,,67,,,,25,88,,64,,,,25,84,,62,,,,25,77,,56,,,,25,71,,52,,,,25,66,,48,,,,25,61,,43,,,,25,54,,40,,,,25,49,,36,,,,25,44,,32,,,,25,38,,28,,,,25,34,,25,,,,25,30,,22,,,,25,27,,19,,,,25,23,,16,,,,23,19,,14,,,
meagreNoneBatting-Tech,meagre,None,Batting-Tech,25,67,,104,,,,25,64,,100,,,,25,62,,96,,,,25,56,,87,,,,25,52,,80,,,,25,48,,75,,,,25,44,,69,,,,25,40,,62,,,,25,36,,56,,,,25,32,,49,,,,25,28,,43,,,,25,25,,39,,,,25,22,,35,,,,25,19,,30,,,,25,16,,26,,,,23,14,,21,,,
meagreNoneBowling,meagre,None,Bowling,25,,92,67,,,,25,,88,64,,,,25,,84,62,,,,25,,77,56,,,,25,,71,52,,,,25,,66,48,,,,25,,61,43,,,,25,,54,40,,,,25,,49,36,,,,25,,44,32,,,,25,,38,28,,,,25,,34,25,,,,25,,30,22,,,,25,,27,19,,,,25,,23,16,,,,23,,19,14,,,
meagreNoneBowling-Tech,meagre,None,Bowling-Tech,25,,67,104,,,,25,,64,100,,,,25,,62,96,,,,25,,56,87,,,,25,,52,80,,,,25,,48,75,,,,25,,44,69,,,,25,,40,62,,,,25,,36,56,,,,25,,32,49,,,,25,,28,43,,,,25,,25,39,,,,25,,22,35,,,,25,,19,30,,,,25,,16,26,,,,23,,14,21,,,
meagreNoneAll-Rounder,meagre,None,All-Rounder,25,65,65,56,,,,25,62,62,54,,,,25,60,60,52,,,,25,54,54,47,,,,25,50,50,43,,,,25,46,46,40,,,,25,43,43,37,,,,25,38,38,33,,,,25,34,34,30,,,,25,31,31,27,,,,25,27,27,23,,,,25,24,24,21,,,,25,21,21,18,,,,25,19,19,16,,,,25,16,16,14,,,,23,13,13,11,,,
meagreNoneKeeping,meagre,None,Keeping,25,,,67,,196,49,25,,,65,,189,47,25,,,62,,180,45,25,,,56,,164,41,25,,,52,,153,38,25,,,48,,141,35,25,,,44,,130,32,25,,,40,,117,29,25,,,36,,105,26,25,,,32,,93,23,25,,,28,,82,20,25,,,25,,74,18,25,,,22,,65,16,25,,,19,,57,14,25,,,16,,49,12,23,,,14,,41,10
meagreNoneKeeper-Batsman,meagre,None,Keeper-Batsman,25,73,,67,,98,36,25,70,,64,,94,35,25,67,,62,,90,33,25,61,,56,,82,30,25,57,,52,,76,28,25,53,,48,,70,26,25,48,,44,,65,24,25,43,,40,,58,21,25,39,,36,,52,19,25,35,,32,,46,17,25,30,,28,,41,15,25,27,,25,,37,13,25,24,,22,,32,12,25,21,,19,,28,10,25,18,,16,,24,9,23,15,,14,,20,7
meagreNoneFielding,meagre,None,Fielding,25,,,36,,,270,25,,,35,,,259,25,,,33,,,248,25,,,30,,,226,25,,,27,,,210,25,,,26,,,194,25,,,24,,,179,25,,,21,,,160,25,,,19,,,145,25,,,17,,,129,25,,,15,,,113,25,,,13,,,101,25,,,12,,,90,25,,,10,,,79,25,,,9,,,67,23,,,7,,,56
meagreNoneFitness,meagre,None,Fitness,206,,,,35,,,206,,,,42,,,206,,,,50,,,206,,,,57,,,206,,,,60,,,206,,,,64,,,206,,,,67,,,206,,,,72,,,206,,,,72,,,206,,,,72,,,206,,,,72,,,206,,,,72,,,206,,,,64,,,206,,,,57,,,206,,,,50,,,185,,,,43,,
meagreNoneStrength,meagre,None,Strength,66,,,,97,,,66,,,,117,,,66,,,,136,,,66,,,,156,,,66,,,,165,,,66,,,,176,,,66,,,,185,,,66,,,,195,,,66,,,,195,,,66,,,,195,,,66,,,,195,,,66,,,,195,,,66,,,,176,,,66,,,,156,,,66,,,,136,,,60,,,,117,,
meagreProdigyBatting,meagre,Prodigy,Batting,30,111,,81,,,,30,106,,78,,,,30,101,,74,,,,30,92,,67,,,,30,85,,62,,,,25,66,,48,,,,25,61,,43,,,,25,54,,40,,,,25,49,,36,,,,25,44,,32,,,,25,38,,28,,,,25,34,,25,,,,25,30,,22,,,,25,27,,19,,,,25,23,,16,,,,23,19,,14,,,
meagreProdigyBatting-Tech,meagre,Prodigy,Batting-Tech,30,81,,126,,,,30,78,,120,,,,30,74,,114,,,,30,67,,104,,,,30,62,,96,,,,25,48,,75,,,,25,44,,69,,,,25,40,,62,,,,25,36,,56,,,,25,32,,49,,,,25,28,,43,,,,25,25,,39,,,,25,22,,35,,,,25,19,,30,,,,25,16,,26,,,,23,14,,21,,,
meagreProdigyBowling,meagre,Prodigy,Bowling,30,,111,81,,,,30,,106,78,,,,30,,101,74,,,,30,,92,67,,,,30,,85,62,,,,25,,66,48,,,,25,,61,43,,,,25,,54,40,,,,25,,49,36,,,,25,,44,32,,,,25,,38,28,,,,25,,34,25,,,,25,,30,22,,,,25,,27,19,,,,25,,23,16,,,,23,,19,14,,,
meagreProdigyBowling-Tech,meagre,Prodigy,Bowling-Tech,30,,81,126,,,,30,,78,120,,,,30,,74,114,,,,30,,67,104,,,,30,,62,96,,,,25,,48,75,,,,25,,44,69,,,,25,,40,62,,,,25,,36,56,,,,25,,32,49,,,,25,,28,43,,,,25,,25,39,,,,25,,22,35,,,,25,,19,30,,,,25,,16,26,,,,23,,14,21,,,
meagreProdigyAll-Rounder,meagre,Prodigy,All-Rounder,30,78,78,68,,,,30,75,75,65,,,,30,71,71,62,,,,30,65,65,56,,,,30,60,60,52,,,,25,46,46,40,,,,25,43,43,37,,,,25,38,38,33,,,,25,34,34,30,,,,25,31,31,27,,,,25,27,27,23,,,,25,24,24,21,,,,25,21,21,18,,,,25,19,19,16,,,,25,16,16,14,,,,23,13,13,11,,,
meagreProdigyKeeping,meagre,Prodigy,Keeping,30,,,81,,237,59,30,,,78,,227,56,30,,,74,,217,54,30,,,67,,197,49,30,,,63,,183,45,25,,,48,,141,35,25,,,44,,130,32,25,,,40,,117,29,25,,,36,,105,26,25,,,32,,93,23,25,,,28,,82,20,25,,,25,,74,18,25,,,22,,65,16,25,,,19,,57,14,25,,,16,,49,12,23,,,14,,41,10
meagreProdigyKeeper-Batsman,meagre,Prodigy,Keeper-Batsman,30,88,,81,,118,44,30,85,,78,,113,42,30,81,,74,,108,40,30,74,,67,,98,37,30,68,,63,,91,34,25,53,,48,,70,26,25,48,,44,,65,24,25,43,,40,,58,21,25,39,,36,,52,19,25,35,,32,,46,17,25,30,,28,,41,15,25,27,,25,,37,13,25,24,,22,,32,12,25,21,,19,,28,10,25,18,,16,,24,9,23,15,,14,,20,7
meagreProdigyFielding,meagre,Prodigy,Fielding,30,,,44,,,325,30,,,42,,,312,30,,,40,,,297,30,,,36,,,270,30,,,33,,,251,25,,,26,,,194,25,,,24,,,179,25,,,21,,,160,25,,,19,,,145,25,,,17,,,129,25,,,15,,,113,25,,,13,,,101,25,,,12,,,90,25,,,10,,,79,25,,,9,,,67,23,,,7,,,56
meagreProdigyFitness,meagre,Prodigy,Fitness,246,,,,42,,,246,,,,51,,,246,,,,60,,,246,,,,68,,,246,,,,73,,,206,,,,64,,,206,,,,67,,,206,,,,72,,,206,,,,72,,,206,,,,72,,,206,,,,72,,,206,,,,72,,,206,,,,64,,,206,,,,57,,,206,,,,50,,,185,,,,43,,
meagreProdigyStrength,meagre,Prodigy,Strength,80,,,,117,,,80,,,,140,,,80,,,,164,,,80,,,,187,,,80,,,,199,,,66,,,,176,,,66,,,,185,,,66,,,,195,,,66,,,,195,,,66,,,,195,,,66,,,,195,,,66,,,,195,,,66,,,,176,,,66,,,,156,,,66,,,,136,,,60,,,,117,,
meagreGifted (Batting)Batting,meagre,Gifted (Batting),Batting,25,111,,67,,,,25,106,,64,,,,25,101,,62,,,,25,92,,56,,,,25,85,,52,,,,25,79,,48,,,,25,73,,43,,,,25,65,,40,,,,25,59,,36,,,,25,52,,32,,,,25,46,,28,,,,25,41,,25,,,,25,37,,22,,,,25,32,,19,,,,25,27,,16,,,,23,23,,14,,,
meagreGifted (Batting)Batting-Tech,meagre,Gifted (Batting),Batting-Tech,25,81,,104,,,,25,78,,100,,,,25,74,,96,,,,25,67,,87,,,,25,62,,80,,,,25,58,,75,,,,25,53,,69,,,,25,48,,62,,,,25,43,,56,,,,25,38,,49,,,,25,33,,43,,,,25,30,,39,,,,25,27,,35,,,,25,23,,30,,,,25,20,,26,,,,23,16,,21,,,
meagreGifted (Batting)All-Rounder,meagre,Gifted (Batting),All-Rounder,25,78,65,56,,,,25,75,62,54,,,,25,71,60,52,,,,25,65,54,47,,,,25,60,50,43,,,,25,56,46,40,,,,25,51,43,37,,,,25,46,38,33,,,,25,41,34,30,,,,25,37,31,27,,,,25,32,27,23,,,,25,29,24,21,,,,25,26,21,18,,,,25,22,19,16,,,,25,19,16,14,,,,23,16,13,11,,,
meagreGifted (Batting)Keeper-Batsman,meagre,Gifted (Batting),Keeper-Batsman,25,88,,67,,98,36,25,85,,64,,94,35,25,81,,62,,90,33,25,74,,56,,82,30,25,68,,52,,76,28,25,63,,48,,70,26,25,58,,44,,65,24,25,52,,40,,58,21,25,47,,36,,52,19,25,42,,32,,46,17,25,37,,28,,41,15,25,33,,25,,37,13,25,29,,22,,32,12,25,25,,19,,28,10,25,22,,16,,24,9,23,18,,14,,20,7
meagreGifted (Bowling)Bowling,meagre,Gifted (Bowling),Bowling,25,,111,67,,,,25,,106,64,,,,25,,101,62,,,,25,,92,56,,,,25,,85,52,,,,25,,79,48,,,,25,,73,43,,,,25,,65,40,,,,25,,59,36,,,,25,,52,32,,,,25,,46,28,,,,25,,41,25,,,,25,,37,22,,,,25,,32,19,,,,25,,27,16,,,,23,,23,14,,,
meagreGifted (Bowling)Bowling-Tech,meagre,Gifted (Bowling),Bowling-Tech,25,,81,104,,,,25,,78,100,,,,25,,74,96,,,,25,,67,87,,,,25,,62,80,,,,25,,58,75,,,,25,,53,69,,,,25,,48,62,,,,25,,43,56,,,,25,,38,49,,,,25,,33,43,,,,25,,30,39,,,,25,,27,35,,,,25,,23,30,,,,25,,20,26,,,,23,,16,21,,,
meagreGifted (Bowling)All-Rounder,meagre,Gifted (Bowling),All-Rounder,25,65,78,56,,,,25,62,75,54,,,,25,60,71,52,,,,25,54,65,47,,,,25,50,60,43,,,,25,46,56,40,,,,25,43,51,37,,,,25,38,46,33,,,,25,34,41,30,,,,25,31,37,27,,,,25,27,32,23,,,,25,24,29,21,,,,25,21,26,18,,,,25,19,22,16,,,,25,16,19,14,,,,23,13,16,11,,,
meagreGifted (Technique)Batting,meagre,Gifted (Technique),Batting,25,92,,81,,,,25,88,,78,,,,25,84,,74,,,,25,77,,67,,,,25,71,,62,,,,25,66,,58,,,,25,61,,52,,,,25,54,,47,,,,25,49,,43,,,,25,44,,38,,,,25,38,,33,,,,25,34,,30,,,,25,30,,27,,,,25,27,,23,,,,25,23,,20,,,,23,19,,16,,,
meagreGifted (Technique)Batting-Tech,meagre,Gifted (Technique),Batting-Tech,25,67,,126,,,,25,64,,120,,,,25,62,,114,,,,25,56,,104,,,,25,52,,96,,,,25,48,,90,,,,25,44,,82,,,,25,40,,74,,,,25,36,,67,,,,25,32,,59,,,,25,28,,52,,,,25,25,,47,,,,25,22,,42,,,,25,19,,36,,,,25,16,,31,,,,23,14,,26,,,
meagreGifted (Technique)Bowling,meagre,Gifted (Technique),Bowling,25,,92,81,,,,25,,88,78,,,,25,,84,74,,,,25,,77,67,,,,25,,71,62,,,,25,,66,58,,,,25,,61,52,,,,25,,54,47,,,,25,,49,43,,,,25,,44,38,,,,25,,38,33,,,,25,,34,30,,,,25,,30,27,,,,25,,27,23,,,,25,,23,20,,,,23,,19,16,,,
meagreGifted (Technique)Bowling-Tech,meagre,Gifted (Technique),Bowling-Tech,25,,67,126,,,,25,,64,120,,,,25,,62,114,,,,25,,56,104,,,,25,,52,96,,,,25,,48,90,,,,25,,44,82,,,,25,,40,74,,,,25,,36,67,,,,25,,32,59,,,,25,,28,52,,,,25,,25,47,,,,25,,22,42,,,,25,,19,36,,,,25,,16,31,,,,23,,14,26,,,
meagreGifted (Technique)All-Rounder,meagre,Gifted (Technique),All-Rounder,25,65,65,68,,,,25,62,62,65,,,,25,60,60,62,,,,25,54,54,56,,,,25,50,50,52,,,,25,46,46,48,,,,25,43,43,44,,,,25,38,38,40,,,,25,34,34,36,,,,25,31,31,32,,,,25,27,27,28,,,,25,24,24,25,,,,25,21,21,22,,,,25,19,19,19,,,,25,16,16,17,,,,23,13,13,14,,,
meagreGifted (Technique)Keeping,meagre,Gifted (Technique),Keeping,25,,,81,,196,49,25,,,78,,189,47,25,,,74,,180,45,25,,,67,,164,41,25,,,63,,153,38,25,,,58,,141,35,25,,,53,,130,32,25,,,48,,117,29,25,,,43,,105,26,25,,,38,,93,23,25,,,33,,82,20,25,,,30,,74,18,25,,,27,,65,16,25,,,23,,57,14,25,,,20,,49,12,23,,,16,,41,10
meagreGifted (Technique)Keeper-Batsman,meagre,Gifted (Technique),Keeper-Batsman,25,73,,81,,98,36,25,70,,78,,94,35,25,67,,74,,90,33,25,61,,67,,82,30,25,57,,63,,76,28,25,53,,58,,70,26,25,48,,53,,65,24,25,43,,48,,58,21,25,39,,43,,52,19,25,35,,38,,46,17,25,30,,33,,41,15,25,27,,30,,37,13,25,24,,27,,32,12,25,21,,23,,28,10,25,18,,20,,24,9,23,15,,16,,20,7
meagreGifted (Technique)Fielding,meagre,Gifted (Technique),Fielding,25,,,44,,,270,25,,,42,,,259,25,,,40,,,248,25,,,36,,,226,25,,,33,,,210,25,,,31,,,194,25,,,29,,,179,25,,,26,,,160,25,,,23,,,145,25,,,21,,,129,25,,,18,,,113,25,,,16,,,101,25,,,14,,,90,25,,,12,,,79,25,,,11,,,67,23,,,9,,,56
meagreGifted (Keeping)Keeping,meagre,Gifted (Keeping),Keeping,25,,,67,,237,49,25,,,65,,227,47,25,,,62,,217,45,25,,,56,,197,41,25,,,52,,183,38,25,,,48,,170,35,25,,,44,,156,32,25,,,40,,140,29,25,,,36,,126,26,25,,,32,,112,23,25,,,28,,98,20,25,,,25,,88,18,25,,,22,,79,16,25,,,19,,69,14,25,,,16,,59,12,23,,,14,,49,10
meagreGifted (Keeping)Keeper-Batsman,meagre,Gifted (Keeping),Keeper-Batsman,25,73,,67,,118,36,25,70,,64,,113,35,25,67,,62,,108,33,25,61,,56,,98,30,25,57,,52,,91,28,25,53,,48,,85,26,25,48,,44,,78,24,25,43,,40,,70,21,25,39,,36,,63,19,25,35,,32,,56,17,25,30,,28,,49,15,25,27,,25,,44,13,25,24,,22,,39,12,25,21,,19,,34,10,25,18,,16,,29,9,23,15,,14,,24,7
meagreGifted (Fielding)Keeping,meagre,Gifted (Fielding),Keeping,25,,,67,,196,59,25,,,65,,189,56,25,,,62,,180,54,25,,,56,,164,49,25,,,52,,153,45,25,,,48,,141,42,25,,,44,,130,39,25,,,40,,117,35,25,,,36,,105,31,25,,,32,,93,28,25,,,28,,82,24,25,,,25,,74,22,25,,,22,,65,19,25,,,19,,57,17,25,,,16,,49,14,23,,,14,,41,12
meagreGifted (Fielding)Keeper-Batsman,meagre,Gifted (Fielding),Keeper-Batsman,25,73,,67,,98,44,25,70,,64,,94,42,25,67,,62,,90,40,25,61,,56,,82,37,25,57,,52,,76,34,25,53,,48,,70,31,25,48,,44,,65,29,25,43,,40,,58,26,25,39,,36,,52,23,25,35,,32,,46,21,25,30,,28,,41,18,25,27,,25,,37,16,25,24,,22,,32,14,25,21,,19,,28,12,25,18,,16,,24,11,23,15,,14,,20,9
meagreGifted (Fielding)Fielding,meagre,Gifted (Fielding),Fielding,25,,,36,,,325,25,,,35,,,312,25,,,33,,,297,25,,,30,,,270,25,,,27,,,251,25,,,26,,,233,25,,,24,,,214,25,,,21,,,193,25,,,19,,,174,25,,,17,,,154,25,,,15,,,135,25,,,13,,,122,25,,,12,,,108,25,,,10,,,95,25,,,9,,,81,23,,,7,,,67
meagreGifted (Endurance)Batting,meagre,Gifted (Endurance),Batting,30,92,,67,,,,30,88,,64,,,,30,84,,62,,,,30,77,,56,,,,30,71,,52,,,,30,66,,48,,,,30,61,,43,,,,30,54,,40,,,,30,49,,36,,,,30,44,,32,,,,30,38,,28,,,,30,34,,25,,,,30,30,,22,,,,30,27,,19,,,,30,23,,16,,,,27,19,,14,,,
meagreGifted (Endurance)Batting-Tech,meagre,Gifted (Endurance),Batting-Tech,30,67,,104,,,,30,64,,100,,,,30,62,,96,,,,30,56,,87,,,,30,52,,80,,,,30,48,,75,,,,30,44,,69,,,,30,40,,62,,,,30,36,,56,,,,30,32,,49,,,,30,28,,43,,,,30,25,,39,,,,30,22,,35,,,,30,19,,30,,,,30,16,,26,,,,27,14,,21,,,
meagreGifted (Endurance)Bowling,meagre,Gifted (Endurance),Bowling,30,,92,67,,,,30,,88,64,,,,30,,84,62,,,,30,,77,56,,,,30,,71,52,,,,30,,66,48,,,,30,,61,43,,,,30,,54,40,,,,30,,49,36,,,,30,,44,32,,,,30,,38,28,,,,30,,34,25,,,,30,,30,22,,,,30,,27,19,,,,30,,23,16,,,,27,,19,14,,,
meagreGifted (Endurance)Bowling-Tech,meagre,Gifted (Endurance),Bowling-Tech,30,,67,104,,,,30,,64,100,,,,30,,62,96,,,,30,,56,87,,,,30,,52,80,,,,30,,48,75,,,,30,,44,69,,,,30,,40,62,,,,30,,36,56,,,,30,,32,49,,,,30,,28,43,,,,30,,25,39,,,,30,,22,35,,,,30,,19,30,,,,30,,16,26,,,,27,,14,21,,,
meagreGifted (Endurance)All-Rounder,meagre,Gifted (Endurance),All-Rounder,30,65,65,56,,,,30,62,62,54,,,,30,60,60,52,,,,30,54,54,47,,,,30,50,50,43,,,,30,46,46,40,,,,30,43,43,37,,,,30,38,38,33,,,,30,34,34,30,,,,30,31,31,27,,,,30,27,27,23,,,,30,24,24,21,,,,30,21,21,18,,,,30,19,19,16,,,,30,16,16,14,,,,27,13,13,11,,,
meagreGifted (Endurance)Keeping,meagre,Gifted (Endurance),Keeping,30,,,67,,196,49,30,,,65,,189,47,30,,,62,,180,45,30,,,56,,164,41,30,,,52,,153,38,30,,,48,,141,35,30,,,44,,130,32,30,,,40,,117,29,30,,,36,,105,26,30,,,32,,93,23,30,,,28,,82,20,30,,,25,,74,18,30,,,22,,65,16,30,,,19,,57,14,30,,,16,,49,12,27,,,14,,41,10
meagreGifted (Endurance)Keeper-Batsman,meagre,Gifted (Endurance),Keeper-Batsman,30,73,,67,,98,36,30,70,,64,,94,35,30,67,,62,,90,33,30,61,,56,,82,30,30,57,,52,,76,28,30,53,,48,,70,26,30,48,,44,,65,24,30,43,,40,,58,21,30,39,,36,,52,19,30,35,,32,,46,17,30,30,,28,,41,15,30,27,,25,,37,13,30,24,,22,,32,12,30,21,,19,,28,10,30,18,,16,,24,9,27,15,,14,,20,7
meagreGifted (Endurance)Fielding,meagre,Gifted (Endurance),Fielding,30,,,36,,,270,30,,,35,,,259,30,,,33,,,248,30,,,30,,,226,30,,,27,,,210,30,,,26,,,194,30,,,24,,,179,30,,,21,,,160,30,,,19,,,145,30,,,17,,,129,30,,,15,,,113,30,,,13,,,101,30,,,12,,,90,30,,,10,,,79,30,,,9,,,67,27,,,7,,,56
meagreGifted (Endurance)Fitness,meagre,Gifted (Endurance),Fitness,246,,,,35,,,246,,,,42,,,246,,,,50,,,246,,,,57,,,246,,,,60,,,246,,,,64,,,246,,,,67,,,246,,,,72,,,246,,,,72,,,246,,,,72,,,246,,,,72,,,246,,,,72,,,246,,,,64,,,246,,,,57,,,246,,,,50,,,222,,,,43,,
meagreGifted (Endurance)Strength,meagre,Gifted (Endurance),Strength,80,,,,97,,,80,,,,117,,,80,,,,136,,,80,,,,156,,,80,,,,165,,,80,,,,176,,,80,,,,185,,,80,,,,195,,,80,,,,195,,,80,,,,195,,,80,,,,195,,,80,,,,195,,,80,,,,176,,,80,,,,156,,,80,,,,136,,,72,,,,117,,
meagreGifted (Power)Fitness,meagre,Gifted (Power),Fitness,206,,,,42,,,206,,,,51,,,206,,,,60,,,206,,,,68,,,206,,,,73,,,206,,,,77,,,206,,,,82,,,206,,,,86,,,206,,,,86,,,206,,,,86,,,206,,,,86,,,206,,,,86,,,206,,,,77,,,206,,,,68,,,206,,,,60,,,185,,,,51,,
meagreGifted (Power)Strength,meagre,Gifted (Power),Strength,66,,,,117,,,66,,,,140,,,66,,,,164,,,66,,,,187,,,66,,,,199,,,66,,,,211,,,66,,,,223,,,66,,,,234,,,66,,,,234,,,66,,,,234,,,66,,,,234,,,66,,,,234,,,66,,,,211,,,66,,,,187,,,66,,,,164,,,60,,,,140,,
minimalNoneBatting,minimal,None,Batting,25,90,,66,,,,25,86,,63,,,,25,82,,60,,,,25,75,,55,,,,25,69,,51,,,,25,64,,47,,,,25,59,,43,,,,25,53,,39,,,,25,48,,35,,,,25,42,,31,,,,25,37,,27,,,,25,33,,24,,,,25,30,,22,,,,25,26,,19,,,,25,22,,16,,,,22,18,,13,,,
minimalNoneBatting-Tech,minimal,None,Batting-Tech,25,66,,102,,,,25,63,,97,,,,25,60,,93,,,,25,55,,85,,,,25,51,,79,,,,25,47,,73,,,,25,43,,67,,,,25,39,,60,,,,25,35,,54,,,,25,31,,48,,,,25,27,,42,,,,25,24,,38,,,,25,22,,34,,,,25,19,,29,,,,25,16,,25,,,,22,13,,21,,,
minimalNoneBowling,minimal,None,Bowling,25,,90,66,,,,25,,86,63,,,,25,,82,60,,,,25,,75,55,,,,25,,69,51,,,,25,,64,47,,,,25,,59,43,,,,25,,53,39,,,,25,,48,35,,,,25,,42,31,,,,25,,37,27,,,,25,,33,24,,,,25,,30,22,,,,25,,26,19,,,,25,,22,16,,,,22,,18,13,,,
minimalNoneBowling-Tech,minimal,None,Bowling-Tech,25,,66,102,,,,25,,63,97,,,,25,,60,93,,,,25,,55,85,,,,25,,51,79,,,,25,,47,73,,,,25,,43,67,,,,25,,39,60,,,,25,,35,54,,,,25,,31,48,,,,25,,27,42,,,,25,,24,38,,,,25,,22,34,,,,25,,19,29,,,,25,,16,25,,,,22,,13,21,,,
minimalNoneAll-Rounder,minimal,None,All-Rounder,25,63,63,55,,,,25,60,60,52,,,,25,58,58,50,,,,25,53,53,46,,,,25,49,49,42,,,,25,45,45,39,,,,25,41,41,36,,,,25,37,37,32,,,,25,33,33,29,,,,25,30,30,26,,,,25,26,26,23,,,,25,23,23,20,,,,25,21,21,18,,,,25,18,18,16,,,,25,15,15,13,,,,22,13,13,11,,,
minimalNoneKeeping,minimal,None,Keeping,25,,,66,,192,48,25,,,63,,184,46,25,,,60,,176,44,25,,,55,,160,40,25,,,51,,148,37,25,,,47,,137,34,25,,,43,,126,31,25,,,39,,113,28,25,,,35,,102,25,25,,,31,,91,22,25,,,27,,80,20,25,,,24,,72,18,25,,,22,,64,16,25,,,19,,56,14,25,,,16,,48,12,22,,,13,,40,10
minimalNoneKeeper-Batsman,minimal,None,Keeper-Batsman,25,72,,66,,96,36,25,69,,63,,92,34,25,66,,60,,88,33,25,60,,55,,80,30,25,55,,51,,74,27,25,51,,47,,68,25,25,47,,43,,63,23,25,42,,39,,56,21,25,38,,35,,51,19,25,34,,31,,45,17,25,30,,27,,40,15,25,27,,24,,36,13,25,24,,22,,32,12,25,21,,19,,28,10,25,18,,16,,24,9,22,14,,13,,19,7
minimalNoneFielding,minimal,None,Fielding,25,,,36,,,264,25,,,34,,,253,25,,,33,,,242,25,,,30,,,220,25,,,27,,,204,25,,,25,,,189,25,,,23,,,173,25,,,21,,,156,25,,,19,,,140,25,,,17,,,125,25,,,15,,,110,25,,,13,,,99,25,,,12,,,88,25,,,10,,,77,25,,,9,,,66,22,,,7,,,55
minimalNoneFitness,minimal,None,Fitness,200,,,,35,,,200,,,,42,,,200,,,,49,,,200,,,,56,,,200,,,,59,,,200,,,,63,,,200,,,,66,,,200,,,,70,,,200,,,,70,,,200,,,,70,,,200,,,,70,,,200,,,,70,,,200,,,,63,,,200,,,,56,,,200,,,,49,,,180,,,,42,,
minimalNoneStrength,minimal,None,Strength,65,,,,95,,,65,,,,114,,,65,,,,133,,,65,,,,152,,,65,,,,161,,,65,,,,171,,,65,,,,180,,,65,,,,190,,,65,,,,190,,,65,,,,190,,,65,,,,190,,,65,,,,190,,,65,,,,171,,,65,,,,152,,,65,,,,133,,,58,,,,114,,
minimalProdigyBatting,minimal,Prodigy,Batting,30,108,,79,,,,30,103,,75,,,,30,99,,72,,,,30,90,,66,,,,30,83,,61,,,,25,64,,47,,,,25,59,,43,,,,25,53,,39,,,,25,48,,35,,,,25,42,,31,,,,25,37,,27,,,,25,33,,24,,,,25,30,,22,,,,25,26,,19,,,,25,22,,16,,,,22,18,,13,,,
minimalProdigyBatting-Tech,minimal,Prodigy,Batting-Tech,30,79,,122,,,,30,75,,117,,,,30,72,,112,,,,30,66,,102,,,,30,61,,94,,,,25,47,,73,,,,25,43,,67,,,,25,39,,60,,,,25,35,,54,,,,25,31,,48,,,,25,27,,42,,,,25,24,,38,,,,25,22,,34,,,,25,19,,29,,,,25,16,,25,,,,22,13,,21,,,
minimalProdigyBowling,minimal,Prodigy,Bowling,30,,108,79,,,,30,,103,75,,,,30,,99,72,,,,30,,90,66,,,,30,,83,61,,,,25,,64,47,,,,25,,59,43,,,,25,,53,39,,,,25,,48,35,,,,25,,42,31,,,,25,,37,27,,,,25,,33,24,,,,25,,30,22,,,,25,,26,19,,,,25,,22,16,,,,22,,18,13,,,
